age group desc,birth count,birth count_pct,county name,low birth weight ind desc,sort,year desc
18 to 19,0,0.0,Morgan,Low birth weight (<2500g),13896,2010
35 to 39,35,85.4,Morrow,Normal birth weight (2500g+),13942,2010
15 to 17,*,*,Morrow,Normal birth weight (2500g+),13927,2010
35 to 39,6,14.6,Morrow,Low birth weight (<2500g),13941,2010
35 to 39,507,90.4,Montgomery,Normal birth weight (2500g+),13876,2010
30 to 34,1,4.2,Morgan,Low birth weight (<2500g),13905,2010
15 to 17,25,12.5,Montgomery,Low birth weight (<2500g),13860,2010
45 and older,*,*,Montgomery,Normal birth weight (2500g+),13882,2010
Unknown,0,0.0,Morgan,Low birth weight (<2500g),13920,2010
40 to 44,10,9.9,Montgomery,Low birth weight (<2500g),13878,2010
Less than 15,*,*,Montgomery,Normal birth weight (2500g+),13885,2010
30 to 34,*,*,Morgan,Normal birth weight (2500g+),13906,2010
30 to 34,83,94.3,Morrow,Normal birth weight (2500g+),13939,2010
20 to 24,*,*,Morgan,Low birth weight (<2500g),13899,2010
40 to 44,0,0.0,Morgan,Low birth weight (<2500g),13911,2010
45 and older,0,0.0,Morgan,Low birth weight (<2500g),13914,2010
Less than 15,*,*,Morrow,Normal birth weight (2500g+),13951,2010
40 to 44,*,*,Morrow,Low birth weight (<2500g),13944,2010
40 to 44,*,*,Morrow,Normal birth weight (2500g+),13945,2010
15 to 17,28,93.3,Muskingum,Normal birth weight (2500g+),13960,2010
18 to 19,29,93.5,Morrow,Normal birth weight (2500g+),13930,2010
Less than 15,0,0.0,Morgan,Normal birth weight (2500g+),13918,2010
45 and older,0,0.0,Morrow,Low birth weight (<2500g),13947,2010
20 to 24,93,100.0,Carroll,Total,12317,2010
40 to 44,76,100.0,Butler,Total,12296,2010
25 to 29,517,92.3,Fairfield,Normal birth weight (2500g+),27763,2015
Less than 15,0,0.0,Erie,Low birth weight (<2500g),27744,2015
40 to 44,49,96.1,Fairfield,Normal birth weight (2500g+),27772,2015
Unknown,0,0.0,Erie,Low birth weight (<2500g),27747,2015
20 to 24,13,10.6,Fayette,Low birth weight (<2500g),27792,2015
30 to 34,444,91.2,Fairfield,Normal birth weight (2500g+),27766,2015
Less than 15,0,0.0,Fairfield,Low birth weight (<2500g),27777,2015
15 to 17,29,100.0,Fairfield,Normal birth weight (2500g+),27754,2015
18 to 19,28,84.8,Fayette,Normal birth weight (2500g+),27790,2015
15 to 17,*,*,Fayette,Normal birth weight (2500g+),27787,2015
35 to 39,21,11.1,Fairfield,Low birth weight (<2500g),27768,2015
Unknown,0,0.0,Fairfield,Low birth weight (<2500g),27780,2015
20 to 24,110,89.4,Fayette,Normal birth weight (2500g+),27793,2015
35 to 39,168,88.9,Fairfield,Normal birth weight (2500g+),27769,2015
Unknown,0,0.0,Fairfield,Normal birth weight (2500g+),27781,2015
15 to 17,43,16.7,Franklin,Low birth weight (<2500g),27819,2015
15 to 17,0,0.0,Fayette,Low birth weight (<2500g),27786,2015
Unknown,0,0.0,Fayette,Normal birth weight (2500g+),27814,2015
30 to 34,5,251,Franklin,Normal birth weight (2500g+),92,2015
Less than 15,*,*,Franklin,Normal birth weight (2500g+),27844,2015
25 to 29,9,8.1,Fayette,Low birth weight (<2500g),27795,2015
40 to 44,*,*,Fayette,Normal birth weight (2500g+),27805,2015
20 to 24,388,10.4,Franklin,Low birth weight (<2500g),27825,2015
35 to 39,*,*,Fayette,Normal birth weight (2500g+),27802,2015
15 to 17,215,83.3,Franklin,Normal birth weight (2500g+),27820,2015
35 to 39,248,9.9,Franklin,Low birth weight (<2500g),27834,2015
25 to 29,102,91.9,Fayette,Normal birth weight (2500g+),27796,2015
Less than 15,0,0.0,Fairfield,Normal birth weight (2500g+),27778,2015
25 to 29,43,7.7,Fairfield,Low birth weight (<2500g),27762,2015
Less than 15,0,0.0,Fayette,Low birth weight (<2500g),27810,2015
Less than 15,0,0.0,Fayette,Normal birth weight (2500g+),27811,2015
30 to 34,1,1.7,Fayette,Low birth weight (<2500g),27798,2015
40 to 44,39,8.3,Franklin,Low birth weight (<2500g),27837,2015
25 to 29,5,112,Franklin,Normal birth weight (2500g+),91,2015
Less than 15,1,7.1,Franklin,Low birth weight (<2500g),27843,2015
18 to 19,4,20.0,Fulton,Low birth weight (<2500g),27855,2015
Unknown,0,0.0,Fayette,Low birth weight (<2500g),27813,2015
40 to 44,432,91.7,Franklin,Normal birth weight (2500g+),27838,2015
35 to 39,3,13.0,Fayette,Low birth weight (<2500g),27801,2015
20 to 24,3,354,Franklin,Normal birth weight (2500g+),89,2015
25 to 29,183,93.8,Fulton,Normal birth weight (2500g+),27862,2015
35 to 39,2,265,Franklin,Normal birth weight (2500g+),90,2015
25 to 29,12,6.2,Fulton,Low birth weight (<2500g),27861,2015
Unknown,0,0.0,Paulding,Low birth weight (<2500g),8079,2008
15 to 17,*,*,Paulding,Normal birth weight (2500g+),8053,2008
20 to 24,16,11.0,Perry,Low birth weight (<2500g),8091,2008
15 to 17,*,*,Ottawa,Low birth weight (<2500g),8019,2008
25 to 29,8,6.0,Ottawa,Low birth weight (<2500g),8028,2008
45 and older,0,0.0,Ottawa,Normal birth weight (2500g+),8041,2008
20 to 24,6,7.6,Paulding,Low birth weight (<2500g),8058,2008
20 to 24,*,*,Noble,Low birth weight (<2500g),7992,2008
25 to 29,4,4.7,Paulding,Low birth weight (<2500g),8061,2008
Unknown,0,0.0,Paulding,Normal birth weight (2500g+),8080,2008
18 to 19,1,7.1,Paulding,Low birth weight (<2500g),8055,2008
25 to 29,115,93.5,Perry,Normal birth weight (2500g+),8095,2008
45 and older,0,0.0,Ottawa,Low birth weight (<2500g),8040,2008
40 to 44,0,0.0,Paulding,Low birth weight (<2500g),8070,2008
35 to 39,1,4.5,Perry,Low birth weight (<2500g),8100,2008
20 to 24,73,92.4,Paulding,Normal birth weight (2500g+),8059,2008
35 to 39,3,8.8,Ottawa,Low birth weight (<2500g),8034,2008
15 to 17,*,*,Perry,Low birth weight (<2500g),8085,2008
45 and older,0,0.0,Perry,Normal birth weight (2500g+),8107,2008
35 to 39,*,*,Paulding,Normal birth weight (2500g+),8068,2008
30 to 34,2,4.9,Paulding,Low birth weight (<2500g),8064,2008
30 to 34,39,95.1,Paulding,Normal birth weight (2500g+),8065,2008
45 and older,0,0.0,Perry,Low birth weight (<2500g),8106,2008
Less than 15,0,0.0,Ottawa,Normal birth weight (2500g+),8044,2008
18 to 19,5,11.4,Perry,Low birth weight (<2500g),8088,2008
Less than 15,0,0.0,Paulding,Normal birth weight (2500g+),8077,2008
25 to 29,8,6.5,Perry,Low birth weight (<2500g),8094,2008
30 to 34,43,87.8,Perry,Normal birth weight (2500g+),8098,2008
40 to 44,*,*,Perry,Normal birth weight (2500g+),8104,2008
18 to 19,53,94.6,Pickaway,Normal birth weight (2500g+),8122,2008
15 to 17,30,88.2,Pickaway,Normal birth weight (2500g+),8119,2008
30 to 34,6,12.2,Perry,Low birth weight (<2500g),8097,2008
35 to 39,*,*,Perry,Normal birth weight (2500g+),8101,2008
Less than 15,*,*,Perry,Normal birth weight (2500g+),8110,2008
15 to 17,4,11.8,Pickaway,Low birth weight (<2500g),8118,2008
25 to 29,10,4.8,Pickaway,Low birth weight (<2500g),8127,2008
35 to 39,5,23.8,Paulding,Low birth weight (<2500g),8067,2008
18 to 19,39,88.6,Perry,Normal birth weight (2500g+),8089,2008
20 to 24,130,89.0,Perry,Normal birth weight (2500g+),8092,2008
35 to 39,3,5.9,Pickaway,Low birth weight (<2500g),8133,2008
Less than 15,0,0.0,Perry,Low birth weight (<2500g),8109,2008
Unknown,0,0.0,Perry,Normal birth weight (2500g+),8113,2008
15 to 17,*,*,Pike,Normal birth weight (2500g+),8152,2008
Unknown,0,0.0,Perry,Low birth weight (<2500g),8112,2008
20 to 24,157,89.2,Pickaway,Normal birth weight (2500g+),8125,2008
45 and older,0,0.0,Pickaway,Low birth weight (<2500g),8139,2008
35 to 39,*,*,Pike,Normal birth weight (2500g+),8167,2008
35 to 39,1,5.3,Pike,Low birth weight (<2500g),8166,2008
Unknown,0,0.0,Pickaway,Normal birth weight (2500g+),8146,2008
40 to 44,*,*,Paulding,Normal birth weight (2500g+),8071,2008
18 to 19,3,5.4,Pickaway,Low birth weight (<2500g),8121,2008
20 to 24,19,10.8,Pickaway,Low birth weight (<2500g),8124,2008
45 and older,0,0.0,Pike,Low birth weight (<2500g),8172,2008
Less than 15,0,0.0,Pickaway,Normal birth weight (2500g+),8143,2008
25 to 29,95,90.5,Pike,Normal birth weight (2500g+),8161,2008
45 and older,0,0.0,Paulding,Low birth weight (<2500g),8073,2008
40 to 44,0,0.0,Perry,Low birth weight (<2500g),8103,2008
30 to 34,4,7.7,Pike,Low birth weight (<2500g),8163,2008
18 to 19,47,100.0,Clinton,Total,3437,2007
15 to 17,29,100.0,Columbiana,Total,3467,2007
20 to 24,171,100.0,Champaign,Total,3341,2007
35 to 39,131,100.0,Clark,Total,3383,2007
18 to 19,162,100.0,Clermont,Total,3404,2007
Unknown,0,0.0,Clermont,Total,3428,2007
Less than 15,*,*,Clinton,Total,3458,2007
30 to 34,*,*,Noble,Total,20012,2012
30 to 34,88,100.0,Morrow,Total,19946,2012
40 to 44,0,0.0,Noble,Total,20018,2012
15 to 17,*,*,Ottawa,Total,20033,2012
Unknown,0,0.0,Noble,Total,20027,2012
18 to 19,*,*,Noble,Total,20003,2012
Unknown,0,0.0,Paulding,Total,20093,2012
45 and older,0,0.0,Noble,Total,20021,2012
25 to 29,112,100.0,Ottawa,Total,20042,2012
15 to 17,*,*,Perry,Total,20099,2012
15 to 17,*,*,Paulding,Total,20066,2012
35 to 39,*,*,Paulding,Total,20081,2012
18 to 19,*,*,Ottawa,Total,20036,2012
25 to 29,68,100.0,Paulding,Total,20075,2012
18 to 19,41,100.0,Perry,Total,20102,2012
25 to 29,109,100.0,Perry,Total,20108,2012
20 to 24,90,100.0,Ottawa,Total,20039,2012
30 to 34,78,100.0,Ottawa,Total,20045,2012
Less than 15,0,0.0,Ottawa,Total,20057,2012
Less than 15,0,0.0,Noble,Total,20024,2012
20 to 24,139,100.0,Perry,Total,20105,2012
30 to 34,37,100.0,Paulding,Total,20078,2012
25 to 29,*,*,Noble,Total,20009,2012
Less than 15,*,*,Paulding,Total,20090,2012
45 and older,0,0.0,Paulding,Total,20087,2012
40 to 44,*,*,Paulding,Total,20084,2012
20 to 24,185,100.0,Pickaway,Total,20138,2012
40 to 44,*,*,Ottawa,Total,20051,2012
30 to 34,46,100.0,Pike,Total,20177,2012
Unknown,0,0.0,Perry,Total,20126,2012
18 to 19,33,100.0,Pike,Total,20168,2012
15 to 17,*,*,Pike,Total,20165,2012
35 to 39,*,*,Perry,Total,20114,2012
45 and older,0,0.0,Pickaway,Total,20153,2012
40 to 44,*,*,Perry,Total,20117,2012
18 to 19,46,100.0,Pickaway,Total,20135,2012
45 and older,0,0.0,Ottawa,Total,20054,2012
18 to 19,*,*,Paulding,Total,20069,2012
30 to 34,71,100.0,Perry,Total,20111,2012
20 to 24,135,100.0,Pike,Total,20171,2012
45 and older,0,0.0,Pike,Total,20186,2012
15 to 17,*,*,Portage,Total,20198,2012
30 to 34,141,100.0,Pickaway,Total,20144,2012
45 and older,0,0.0,Perry,Total,20120,2012
18 to 19,73,100.0,Portage,Total,20201,2012
18 to 19,32,100.0,Preble,Total,20234,2012
Less than 15,0,0.0,Perry,Total,20123,2012
Unknown,0,0.0,Pickaway,Total,20159,2012
35 to 39,*,*,Pike,Total,20180,2012
25 to 29,181,100.0,Pickaway,Total,20141,2012
15 to 17,*,*,Pickaway,Total,20132,2012
40 to 44,*,*,Pike,Total,20183,2012
35 to 39,48,100.0,Pickaway,Total,20147,2012
Less than 15,*,*,Pickaway,Total,20156,2012
35 to 39,26,100.0,Ottawa,Total,20048,2012
20 to 24,333,100.0,Portage,Total,20204,2012
Unknown,0,0.0,Portage,Total,20225,2012
40 to 44,*,*,Preble,Total,20249,2012
Unknown,0,0.0,Pike,Total,20192,2012
Less than 15,0,0.0,Preble,Total,20255,2012
Less than 15,*,*,Portage,Total,20222,2012
40 to 44,*,*,Pickaway,Total,20150,2012
20 to 24,83,100.0,Putnam,Total,20270,2012
Less than 15,*,*,Pike,Total,20189,2012
35 to 39,35,100.0,Preble,Total,20246,2012
15 to 17,*,*,Putnam,Total,20264,2012
20 to 24,145,100.0,Preble,Total,20237,2012
25 to 29,95,100.0,Pike,Total,20174,2012
30 to 34,356,100.0,Portage,Total,20210,2012
Less than 15,0,0.0,Putnam,Total,20288,2012
25 to 29,140,100.0,Preble,Total,20240,2012
25 to 29,180,100.0,Putnam,Total,20273,2012
20 to 24,459,100.0,Richland,Total,20303,2012
35 to 39,152,100.0,Portage,Total,20213,2012
25 to 29,412,100.0,Portage,Total,20207,2012
40 to 44,29,100.0,Portage,Total,20216,2012
30 to 34,111,100.0,Putnam,Total,20276,2012
Unknown,0,0.0,Preble,Total,20258,2012
Unknown,0,0.0,Putnam,Total,20291,2012
40 to 44,*,*,Putnam,Total,20282,2012
20 to 24,304,100.0,Ross,Total,20336,2012
45 and older,*,*,Preble,Total,20252,2012
18 to 19,121,100.0,Richland,Total,20300,2012
18 to 19,*,*,Putnam,Total,20267,2012
30 to 34,84,100.0,Preble,Total,20243,2012
45 and older,0,0.0,Harrison,Total,28139,2015
25 to 29,98,100.0,Hocking,Total,28226,2015
20 to 24,111,100.0,Hardin,Total,28091,2015
15 to 17,*,*,Henry,Total,28151,2015
20 to 24,*,*,Henry,Total,28157,2015
40 to 44,*,*,Henry,Total,28169,2015
30 to 34,97,100.0,Highland,Total,28196,2015
18 to 19,*,*,Hocking,Total,28220,2015
40 to 44,0,0.0,Harrison,Total,28136,2015
15 to 17,*,*,Highland,Total,28184,2015
40 to 44,*,*,Hancock,Total,28070,2015
18 to 19,40,100.0,Highland,Total,28187,2015
20 to 24,183,100.0,Highland,Total,28190,2015
35 to 39,66,100.0,Holmes,Total,28265,2015
25 to 29,*,*,Harrison,Total,28127,2015
35 to 39,*,*,Henry,Total,28166,2015
35 to 39,*,*,Hocking,Total,28232,2015
30 to 34,*,*,Henry,Total,28163,2015
40 to 44,*,*,Hocking,Total,28235,2015
Unknown,0,0.0,Hocking,Total,28244,2015
15 to 17,*,*,Hardin,Total,28085,2015
45 and older,0,0.0,Henry,Total,28172,2015
35 to 39,50,100.0,Highland,Total,28199,2015
40 to 44,*,*,Highland,Total,28202,2015
Less than 15,0,0.0,Hocking,Total,28241,2015
18 to 19,*,*,Holmes,Total,28253,2015
25 to 29,167,100.0,Highland,Total,28193,2015
20 to 24,114,100.0,Hocking,Total,28223,2015
18 to 19,*,*,Henry,Total,28154,2015
15 to 17,*,*,Hocking,Total,28217,2015
Less than 15,0,0.0,Holmes,Total,28274,2015
Less than 15,0,0.0,Champaign,Total,24380,2014
18 to 19,*,*,Champaign,Total,24359,2014
45 and older,0,0.0,Clinton,Total,24476,2014
20 to 24,107,100.0,Champaign,Total,24362,2014
25 to 29,146,100.0,Coshocton,Total,24530,2014
Unknown,0,0.0,Clark,Total,24416,2014
20 to 24,536,100.0,Clermont,Total,24428,2014
18 to 19,48,100.0,Clinton,Total,24458,2014
Less than 15,*,*,Columbiana,Total,24512,2014
15 to 17,*,*,Champaign,Total,24356,2014
35 to 39,89,100.0,Columbiana,Total,24503,2014
15 to 17,*,*,Columbiana,Total,24488,2014
Unknown,0,0.0,Jefferson,Low birth weight (<2500g),13359,2010
45 and older,*,*,Knox,Normal birth weight (2500g+),13387,2010
45 and older,0,0.0,Jefferson,Normal birth weight (2500g+),13354,2010
15 to 17,3,7.3,Lake,Low birth weight (<2500g),13398,2010
35 to 39,2,3.7,Knox,Low birth weight (<2500g),13380,2010
20 to 24,211,93.8,Knox,Normal birth weight (2500g+),13372,2010
20 to 24,14,6.2,Knox,Low birth weight (<2500g),13371,2010
20 to 24,37,7.5,Lake,Low birth weight (<2500g),13404,2010
Less than 15,0,0.0,Knox,Low birth weight (<2500g),13389,2010
20 to 24,455,92.5,Lake,Normal birth weight (2500g+),13405,2010
Less than 15,0,0.0,Knox,Normal birth weight (2500g+),13390,2010
25 to 29,44,6.3,Lake,Low birth weight (<2500g),13407,2010
45 and older,*,*,Lake,Normal birth weight (2500g+),13420,2010
30 to 34,634,95.6,Lake,Normal birth weight (2500g+),13411,2010
40 to 44,56,88.9,Lake,Normal birth weight (2500g+),13417,2010
Less than 15,0,0.0,Lake,Low birth weight (<2500g),13422,2010
25 to 29,178,89.4,Lawrence,Normal birth weight (2500g+),13441,2010
35 to 39,266,90.5,Lake,Normal birth weight (2500g+),13414,2010
30 to 34,130,87.8,Lawrence,Normal birth weight (2500g+),13444,2010
Less than 15,0,0.0,Lawrence,Normal birth weight (2500g+),13456,2010
15 to 17,1,4.3,Lawrence,Low birth weight (<2500g),13431,2010
18 to 19,59,85.5,Lawrence,Normal birth weight (2500g+),13435,2010
Unknown,0,0.0,Lake,Normal birth weight (2500g+),13426,2010
20 to 24,25,10.5,Lawrence,Low birth weight (<2500g),13437,2010
Less than 15,*,*,Lake,Normal birth weight (2500g+),13423,2010
Unknown,0,0.0,Lawrence,Low birth weight (<2500g),13458,2010
15 to 17,5,10.2,Licking,Low birth weight (<2500g),13464,2010
Less than 15,0,0.0,Lawrence,Low birth weight (<2500g),13455,2010
18 to 19,131,90.3,Licking,Normal birth weight (2500g+),13468,2010
45 and older,0,0.0,Lawrence,Low birth weight (<2500g),13452,2010
Unknown,0,0.0,Lawrence,Normal birth weight (2500g+),13459,2010
40 to 44,0,0.0,Lawrence,Low birth weight (<2500g),13449,2010
25 to 29,39,6.4,Licking,Low birth weight (<2500g),13473,2010
25 to 29,569,93.6,Licking,Normal birth weight (2500g+),13474,2010
45 and older,0,0.0,Lawrence,Normal birth weight (2500g+),13453,2010
35 to 39,40,87.0,Lawrence,Normal birth weight (2500g+),13447,2010
40 to 44,*,*,Lawrence,Normal birth weight (2500g+),13450,2010
20 to 24,213,89.5,Lawrence,Normal birth weight (2500g+),13438,2010
15 to 17,1,9.1,Logan,Low birth weight (<2500g),13497,2010
45 and older,*,*,Licking,Normal birth weight (2500g+),13486,2010
30 to 34,37,8.8,Licking,Low birth weight (<2500g),13476,2010
35 to 39,188,90.0,Licking,Normal birth weight (2500g+),13480,2010
Less than 15,0,0.0,Licking,Low birth weight (<2500g),13488,2010
30 to 34,4,4.3,Fulton,Low birth weight (<2500g),837,2006
40 to 44,1,9.1,Knox,Low birth weight (<2500g),13383,2010
40 to 44,7,11.1,Lake,Low birth weight (<2500g),13416,2010
35 to 39,52,96.3,Knox,Normal birth weight (2500g+),13381,2010
45 and older,0,0.0,Knox,Low birth weight (<2500g),13386,2010
40 to 44,*,*,Knox,Normal birth weight (2500g+),13384,2010
Unknown,0,0.0,Lake,Low birth weight (<2500g),13425,2010
15 to 17,38,92.7,Lake,Normal birth weight (2500g+),13399,2010
35 to 39,28,9.5,Lake,Low birth weight (<2500g),13413,2010
45 and older,0,0.0,Lake,Low birth weight (<2500g),13419,2010
18 to 19,7,6.0,Lake,Low birth weight (<2500g),13401,2010
30 to 34,146,95.4,Knox,Normal birth weight (2500g+),13378,2010
25 to 29,660,93.8,Lake,Normal birth weight (2500g+),13408,2010
18 to 19,10,14.5,Lawrence,Low birth weight (<2500g),13434,2010
30 to 34,18,12.2,Lawrence,Low birth weight (<2500g),13443,2010
30 to 34,29,4.4,Lake,Low birth weight (<2500g),13410,2010
15 to 17,*,*,Lawrence,Normal birth weight (2500g+),13432,2010
20 to 24,141,97.9,Fulton,Normal birth weight (2500g+),832,2006
25 to 29,4,2.5,Fulton,Low birth weight (<2500g),834,2006
18 to 19,5,13.9,Fulton,Low birth weight (<2500g),828,2006
15 to 17,*,*,Gallia,Low birth weight (<2500g),858,2006
30 to 34,3,772,Franklin,Normal birth weight (2500g+),91,2006
18 to 19,31,86.1,Fulton,Normal birth weight (2500g+),829,2006
35 to 39,183,9.3,Franklin,Low birth weight (<2500g),807,2006
45 and older,*,*,Fulton,Normal birth weight (2500g+),847,2006
18 to 19,42,85.7,Gallia,Normal birth weight (2500g+),862,2006
35 to 39,4,16.0,Gallia,Low birth weight (<2500g),873,2006
15 to 17,*,*,Athens,Total,30164,2016
45 and older,*,*,Ashland,Total,30119,2016
Less than 15,0,0.0,Ashtabula,Total,30155,2016
Less than 15,0,0.0,Fulton,Normal birth weight (2500g+),6856,2008
18 to 19,46,88.5,Fulton,Normal birth weight (2500g+),6835,2008
25 to 29,192,96.0,Fulton,Normal birth weight (2500g+),6841,2008
20 to 24,12,8.6,Fulton,Low birth weight (<2500g),6837,2008
45 and older,7,21.9,Franklin,Low birth weight (<2500g),6819,2008
35 to 39,27,96.4,Fulton,Normal birth weight (2500g+),6847,2008
Unknown,0,0.0,Fulton,Normal birth weight (2500g+),6859,2008
30 to 34,4,034,Franklin,Normal birth weight (2500g+),91,2008
Unknown,0,0.0,Gallia,Normal birth weight (2500g+),6892,2008
15 to 17,*,*,Gallia,Low birth weight (<2500g),6864,2008
45 and older,25,78.1,Franklin,Normal birth weight (2500g+),6820,2008
35 to 39,1,3.6,Fulton,Low birth weight (<2500g),6846,2008
25 to 29,8,4.0,Fulton,Low birth weight (<2500g),6840,2008
15 to 17,*,*,Geauga,Low birth weight (<2500g),6897,2008
18 to 19,35,92.1,Gallia,Normal birth weight (2500g+),6868,2008
15 to 17,*,*,Geauga,Normal birth weight (2500g+),6898,2008
20 to 24,16,9.9,Gallia,Low birth weight (<2500g),6870,2008
30 to 34,10,19.2,Gallia,Low birth weight (<2500g),6876,2008
20 to 24,128,91.4,Fulton,Normal birth weight (2500g+),6838,2008
30 to 34,386,8.7,Franklin,Low birth weight (<2500g),6810,2008
40 to 44,*,*,Gallia,Normal birth weight (2500g+),6883,2008
45 and older,0,0.0,Gallia,Low birth weight (<2500g),6885,2008
30 to 34,362,92.8,Greene,Normal birth weight (2500g+),6943,2008
Less than 15,*,*,Franklin,Normal birth weight (2500g+),6823,2008
20 to 24,428,91.8,Greene,Normal birth weight (2500g+),6937,2008
25 to 29,106,93.8,Gallia,Normal birth weight (2500g+),6874,2008
40 to 44,0,0.0,Gallia,Low birth weight (<2500g),6882,2008
Less than 15,0,0.0,Geauga,Low birth weight (<2500g),6921,2008
45 and older,*,*,Gallia,Normal birth weight (2500g+),6886,2008
20 to 24,156,92.9,Geauga,Normal birth weight (2500g+),6904,2008
40 to 44,27,77.1,Geauga,Normal birth weight (2500g+),6916,2008
Unknown,0,0.0,Geauga,Normal birth weight (2500g+),6925,2008
Less than 15,0,0.0,Gallia,Normal birth weight (2500g+),6889,2008
15 to 17,*,*,Hardin,Normal birth weight (2500g+),34090,2017 **
18 to 19,0,0.0,Harrison,Low birth weight (<2500g),34125,2017 **
20 to 24,185,90.7,Hancock,Normal birth weight (2500g+),34063,2017 **
35 to 39,30,96.8,Hardin,Normal birth weight (2500g+),34105,2017 **
40 to 44,0,0.0,Hardin,Low birth weight (<2500g),34107,2017 **
45 and older,0,0.0,Hancock,Low birth weight (<2500g),34077,2017 **
45 and older,0,0.0,Hardin,Normal birth weight (2500g+),34111,2017 **
25 to 29,7,6.1,Hardin,Low birth weight (<2500g),34098,2017 **
40 to 44,*,*,Hardin,Normal birth weight (2500g+),34108,2017 **
20 to 24,37,90.2,Harrison,Normal birth weight (2500g+),34129,2017 **
Unknown,0,0.0,Hardin,Normal birth weight (2500g+),34117,2017 **
Less than 15,0,0.0,Hardin,Normal birth weight (2500g+),34114,2017 **
15 to 17,0,0.0,Harrison,Low birth weight (<2500g),34122,2017 **
15 to 17,*,*,Harrison,Normal birth weight (2500g+),34123,2017 **
45 and older,0,0.0,Harrison,Low birth weight (<2500g),34143,2017 **
20 to 24,114,91.2,Hardin,Normal birth weight (2500g+),34096,2017 **
18 to 19,*,*,Harrison,Normal birth weight (2500g+),34126,2017 **
Less than 15,0,0.0,Hardin,Low birth weight (<2500g),34113,2017 **
30 to 34,33,94.3,Harrison,Normal birth weight (2500g+),34135,2017 **
45 and older,0,0.0,Harrison,Normal birth weight (2500g+),34144,2017 **
30 to 34,*,*,Harrison,Low birth weight (<2500g),34134,2017 **
20 to 24,*,*,Harrison,Low birth weight (<2500g),34128,2017 **
